StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,timing_intro_First Click,timing_intro_Last Click,timing_intro_Page Submit,timing_intro_Click Count,browser_data_Browser,browser_data_Version,browser_data_Operating System,browser_data_Resolution,Q542,Q598,Q726,timing_agree_First Click,timing_agree_Last Click,timing_agree_Page Submit,timing_agree_Click Count,Q830,Q751,Q516_1,Q516_2,Q516_3,Q516_4,Q516_5,Q770,Q770_156_TEXT,Q831,Q831_156_TEXT,timing_ontrack_First Click,timing_ontrack_Last Click,timing_ontrack_Page Submit,timing_ontrack_Click Count,Q831.1,Q832,Q838,Q839,Q843_1,Q843_2,Q843_3,Q851_1,Q851_2,Q851_3,Q851_4,Q851_5,Q851_6,Q851_7,Q851_8,Q851_9,Q851_10,Q851_11,Q849,Q850,Q845,Q847,Q848,Q844,Q832.1,timing_end_First Click,timing_end_Last Click,timing_end_Page Submit,timing_end_Click Count,hashed_id
2022-03-21 10:32,2022-03-21 10:36,IP Address,100,230,True,2022-03-21 10:36,R_2B2tv6L30Wa5WRk,,,,,anonymous,EN,6.492,31.626,40.586,2,Chrome,99.0.4844.83,Macintosh,1440x900,Disagree,Agree,Agree,5.318,16.605,17.578,7,Yes,Agree,5,5,-5,5,5,"University resources,Study tips,Information about CS related clubs,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,1.915,62.806,64.568,14,Agree,Agree,Strongly disagree,Disagree,5.0,-5.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,typing,about 5 mins,No,,,nope,"No, I am not willing to be contacted",9.751,14.914,17.407,3,07ecafff86343def4f5dbff9a09d8c1b51ebfba3df121518e8339f736320aab9
2022-03-21 11:42,2022-03-21 11:45,IP Address,100,162,True,2022-03-21 11:45,R_8d07Z2367MsMn8B,,,,,anonymous,EN,1.47,12.122,13.767,5,Chrome,99.0.4844.51,Macintosh,1920x1080,Somewhat agree,Strongly agree,Strongly agree,1.961,10.656,11.318,4,I only remember receiving a few,Strongly agree,5,5,0,0,5,"University resources,Study tips,Information about CS related clubs,FAQs about assignments / homework,More practice content",,I would have liked to receive daily reminder emails.,,3.815,43.271,45.303,13,Somewhat agree,Neither agree nor disagree,I did not get to provide voice reflections,Strongly disagree,5.0,0.0,-5.0,No,No,No,No,No,No,No,No,No,No,No,By summarizing the key takeaways that I learned in the video,5 minutes,No,,,No,"No, I am not willing to be contacted",1.981,1.981,3.588,1,de8658d4937b1e01b195b11519c199c83c346f2308104dee79dd57f5258d660c
2022-03-21 11:39,2022-03-21 11:45,IP Address,100,344,True,2022-03-21 11:45,R_2yp9BvcCweH4Uk2,,,,,anonymous,EN,2.875,25.768,36.807,4,Chrome,99.0.4844.74,Windows NT 10.0,1920x1080,Agree,Disagree,Strongly agree,0.884,14.088,14.928,20,Yes,Strongly agree,2,5,0,2,5,"Information about CS related clubs,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,1.185,44.636,47.509,31,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,2.0,4.0,-2.0,No,No,Yes,Unsure,Yes,Yes,Yes,Yes,Unsure,Unsure,No,"I tend to write while watching the videos and if i need more to write, i watch again.","I would say i would usually take the min(lengthOfVideo, 20mins). I wouldn't really spend more than 20-25mins on a reflection.",No,,,"Maybe some more clarity on what exactly we should be reflecting towards, but i would usually just write what i thought while watching the videos, but we didn't really receive any feedback on the reflections, so i'm not sure if thats really what was wanted.","No, I am not willing to be contacted",0.934,9.3,13.007,4,6a603395ca6aa8d63662abdced3dc564916f76523c1d58ceb43e640b8db66336
2022-03-21 12:54,2022-03-21 12:56,IP Address,100,105,True,2022-03-21 12:56,R_1Ij6EnvVa7dSDRq,,,,,anonymous,EN,1.801,12.552,24.823,3,Chrome,99.0.4844.74,Macintosh,1728x1117,Prefer not to answer,Prefer not to answer,Prefer not to answer,4.957,6.709,7.826,4,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,,Prefer not to answer,,1.459,10.474,11.631,10,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,-4.9,-4.8,-4.8,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,copy paste,5min,No,,,,"No, I am not willing to be contacted",2.062,2.062,13.122,1,dbbf2c3a3f1d62cdf87b37625eb8a692b6a1b2cea3c5a48de7f11d1f731d5acc
2022-03-21 13:06,2022-03-21 13:10,IP Address,100,250,True,2022-03-21 13:10,R_29geq9aOGVwlH4d,,,,,anonymous,EN,1.477,39.967,40.821,6,Firefox,99,Windows NT 10.0,1536x864,Neither agree nor disagree,Somewhat agree,Somewhat agree,5.437,10.798,11.652,3,Yes,Somewhat agree,0,2,0,0,2,FAQs about assignments / homework,,I would have liked to receive weekly reminder emails.,,6.799,44.205,46.849,13,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,0.0,2.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,Via voice.,A bit longer than the PCRS videos themselves.,No,,,"I thought they were pretty annoying at first, but got quite used to them. I would actually say that they are quite pleasant. :)","No, I am not willing to be contacted",16.601,16.601,17.936,1,113c02c71775d18372270ec2b3f0b05347b5ba4578aa608cd58533fe0dce8eb7
2022-03-21 13:47,2022-03-21 13:50,IP Address,100,157,True,2022-03-21 13:50,R_2PicJe9VGG1VLPG,,,,,anonymous,EN,4.019,15.486,20.812,3,Chrome,99.0.4844.82,Windows NT 10.0,1920x1080,Agree,Disagree,Agree,2.903,11.72,12.381,11,Yes,Somewhat agree,-2,-2,-2,-2,-2,"University resources,Information about CS related clubs,More practice content",,I would have liked to receive daily reminder emails.,,1.832,11.231,12.464,14,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,5.0,5.0,-5.0,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,i write in a text document and copy paste into the submission window,20 minutes,Yes,minimum word requirements are annoying,No,,"No, I am not willing to be contacted",4.899,4.899,16.182,1,2d117689cf8d6084cc98ae82cfb6735328153a1f0e9a0e120b6147e366f7c429
2022-03-21 13:52,2022-03-21 13:59,IP Address,100,435,True,2022-03-21 13:59,R_cubeZS2n4rn4WJP,,,,,anonymous,EN,3.285,20.159,20.596,6,Chrome,99.0.4844.74,Windows NT 10.0,3440x1440,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,11.261,17.396,17.959,4,Yes,Agree,3,4,-5,-5,5,"FAQs about assignments / homework,Other",Send us an email when the due date changes!!,I would have liked to receive weekly reminder emails.,,2.651,62.345,64.286,16,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,-5.0,5.0,-5.0,No,No,No,No,No,No,No,No,No,No,No,"as quick as possible, the system refuses my submission so often it takes so much time repeating yourself it frustrated me into talking nonsense just to pass the minimum requirements so I could actually study faster",I tried to do it as fast as possible and still it was too much time wasted.,Yes,"Error understanding me, my reflection not being long enough. Having a minimum length for a  reflection was honesty such a useless requirement. Who are you to say a reflection on my own learning was incorrect because I didint say enough words? My opinion is incorrect because I didint say enough words. All this does is force me to make up some nonsense to fill in the dumb requirements.",No,Never again.,"Yes, I am willing to be contacted",8.041,8.041,8.736,1,5fc6f9ea7c7f3e467c7b2922cb34dcc5ae5ce07d3b3c2ef12c94f2733b3fe5ca
2022-03-21 14:28,2022-03-21 14:30,IP Address,100,131,True,2022-03-21 14:30,R_0vJDTrPZEbnroqd,,,,,anonymous,EN,4.505,32.012,35.954,5,Chrome,99.0.4844.51,Windows NT 10.0,1920x1080,Somewhat agree,Neither agree nor disagree,Agree,4.26,8.119,8.996,4,Yes,Agree,-3,-5,-1,-3,5,"University resources,Study tips,Information about CS related clubs,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,1.468,18.865,20.329,14,Somewhat disagree,Disagree,Agree,Agree,0.1,0.1,0.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Not bad, it is a pretty good way to check learning progress. ","About 20-30 minutes to process the video, then 5-6 mins for the reflection recording. ",No,,,No,"No, I am not willing to be contacted",1.841,1.841,6.317,1,4b9c1607bf9d89a248d0525957f81f8f76397d0f801ccf95d249c293d7bee342
2022-03-21 14:33,2022-03-21 15:02,IP Address,100,1781,True,2022-03-21 15:02,R_2EmchGM5cDzlcL1,,,,,anonymous,EN,324.893,362.51,364.352,3,Chrome,99.0.4844.74,Windows NT 10.0,1920x1080,Somewhat disagree,Disagree,Agree,6.78,11.954,12.921,3,Yes,Agree,1,5,-3,-5,4,"Information about CS related clubs,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,2.086,32.717,34.069,10,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,2.3,5.0,-5.0,No,No,No,No,No,No,No,No,No,No,No,Quickly rewatching videos and summarizing,5-10 minutes,No,,,Please embed them in the same webpage as PCRS or give us a link...why do we have to copy paste them each time?,"Yes, I am willing to be contacted",4.729,4.729,13.813,1,88052916d34403b89418cc8af69e155b666085d6f00a98174b7eb26251d1d43a
2022-03-21 15:12,2022-03-21 15:18,IP Address,100,360,True,2022-03-21 15:18,R_2Sdeyf6pVoJEIad,,,,,anonymous,EN,26.945,38.255,41.827,3,Chrome,87.0.4280.141,Linux x86_64,1920x1080,Somewhat disagree,Strongly agree,Strongly agree,9.538,15.827,17.381,4,Yes,Agree,3,3,4,-3,4,"Study tips,Information about CS related clubs,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,3.564,47.823,50.388,11,Agree,Neither agree nor disagree,Disagree,Disagree,2.2,4.6,-4.1,Yes,Yes,Unsure,Yes,Unsure,Unsure,Yes,Yes,Yes,Yes,Yes,text,30 minutes,No,,,No comments,"No, I am not willing to be contacted",9.116,9.116,17.313,1,ecd46f7e09ccb65930794ab5f5585505761835b09056e2b226b32d7b7a3e9193
2022-03-21 15:14,2022-03-21 15:21,IP Address,100,452,True,2022-03-21 15:21,R_OjIOUrWMppGpfWN,,,,,anonymous,EN,1.833,25.192,166.69,3,Firefox,98,Macintosh,1440x900,Neither agree nor disagree,Somewhat disagree,Somewhat agree,6.322,16.439,17.995,3,Yes,Somewhat agree,2,2,4,4,5,FAQs about assignments / homework,,I would have liked to receive weekly reminder emails.,,8.803,63.409,68.334,9,Somewhat agree,Disagree,Strongly disagree,Disagree,5.0,5.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Create a small memo then recorded.,1 to 2 hours.,Yes,It sometimes did not recognize my word.,No,It was better if we had both text and voice options always.,"No, I am not willing to be contacted",4.638,4.638,9.107,1,21563e7001dcc525650fa452feb607ea78c70a21d7574a3d6088012bd53e1dd9
2022-03-21 15:46,2022-03-21 15:51,IP Address,100,249,True,2022-03-21 15:51,R_1K1KrWz4ckrwU2e,,,,,anonymous,EN,1.406,20.506,22.12,5,Chrome,99.0.4844.74,Macintosh,1728x1117,Agree,Neither agree nor disagree,Agree,5.686,14.056,14.432,5,Yes,Somewhat agree,-5,2,3,0,5,"Study tips,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,1.645,58.446,60.174,12,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,0.0,5.0,0.0,Yes,Yes,Yes,Yes,Unsure,Unsure,No,No,No,Unsure,Unsure,Mixture of both,Anywere between 5-15 minutes,Yes,Recordings didn't get saved,Yes,,"No, I am not willing to be contacted",30.53,41.697,42.74,3,ad9e7c314d0e4a1082d2702a1d31c25a93b149bcbf8b5a15bb6c37528454a1d7
2022-03-21 16:25,2022-03-21 16:28,IP Address,100,229,True,2022-03-21 16:28,R_1JOVQsjO5bs44m0,,,,,anonymous,EN,2.711,2.711,13.111,1,Opera,83.0.4254.70,Windows NT 10.0,1920x1080,Disagree,Neither agree nor disagree,Agree,2.202,13.432,15.451,7,Yes,Neither agree nor disagree,0,-3,-4,-5,4,FAQs about assignments / homework,,I would have liked to receive weekly reminder emails.,,3.622,43.183,45.007,19,Strongly disagree,Disagree,Disagree,Disagree,3.0,4.0,-4.0,Unsure,No,Unsure,No,Unsure,Unsure,No,Yes,No,No,No,"Watching the video, recalling the main points mentioned by the video and panning through to see if I missed anything",5-10 minutes,Yes,"Submission took time, and I did not get to see a word count at the end (indicating if I'm above or below the target)",Yes,,"Yes, I am willing to be contacted",1.949,5.026,5.809,8,64f27b675b666e9c955f8d5e4952e4d07618936c769d071c027a9e73d4f9870f
2022-03-21 16:34,2022-03-21 16:39,IP Address,100,306,True,2022-03-21 16:39,R_1onF54xne07F7Be,,,,,anonymous,EN,2.311,2.311,14.842,1,Chrome,99.0.4844.51,Windows NT 10.0,1920x1080,Somewhat agree,Somewhat disagree,Strongly agree,6.495,14.255,15.548,3,Yes,Strongly agree,-4,-3,-5,-5,5,FAQs about assignments / homework,,I would have liked to receive weekly reminder emails.,,2.415,54.357,58.442,11,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,-5.0,4.0,0.0,Yes,Yes,Unsure,Yes,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,Voice,5-20 minutes,No,,,"Thank you for the opportunity to use them, I felt they were very useful.","Yes, I am willing to be contacted",6.625,6.625,10.679,1,b83a9382c32830a55ec6862446a3ab39d7762e5741f8bad58f68f8173fe72f98
2022-03-21 17:46,2022-03-21 17:49,IP Address,100,190,True,2022-03-21 17:49,R_241zOlktCHij4pP,,,,,anonymous,EN,4.476,9.536,35.473,2,Chrome,99.0.4844.74,Windows NT 10.0,2048x1152,Strongly disagree,Somewhat agree,Strongly agree,6.601,14.584,14.986,4,Yes,Agree,5,5,-4,-3,5,Prefer not to answer,,I would have liked to receive weekly reminder emails.,,5.392,47.359,48.914,20,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,5.0,-5.0,-5.0,Yes,Yes,Yes,Yes,Yes,Unsure,Yes,Yes,Unsure,Unsure,Unsure,By text,25-35min,No,,,No,"Yes, I am willing to be contacted",4.393,9.45,9.761,6,3c931315b30e283a5fcbad79afe3b3c7a8c25da6bde41b65934033c454051f65
2022-03-21 17:58,2022-03-21 18:03,IP Address,100,292,True,2022-03-21 18:03,R_3J2ZozCKjlvS2vb,,,,,anonymous,EN,2.005,30.463,54.917,3,Edge,99.0.1150.39,Windows NT 10.0,1920x1080,Strongly agree,Disagree,Neither agree nor disagree,4.985,12.268,12.917,3,I only remember receiving a few,Somewhat agree,3,1,-2,-2,0,"Information about CS related clubs,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,3.02,51.105,53.378,13,Neither agree nor disagree,Somewhat agree,Disagree,Disagree,3.0,3.0,-5.0,No,No,No,No,No,No,No,No,No,No,No,"Essentially creating a transcript for the video, watching in one tab while writing in the reflection.","2-15mins, varied depending on the video's length.",No,,,"I found them mostly annoying, Id rather be able to watch and listen to the videos without having to worry about writing a reflection on the side/ afterwards. Would prefer more follow up questions if need be.","No, I am not willing to be contacted",5.633,6.316,6.89,2,f6dd03129a44b1ea381d92faaaf2ebd6b115d9606b64543b85c60fb65ef3546d
2022-03-21 19:10,2022-03-21 19:16,IP Address,100,349,True,2022-03-21 19:16,R_3rMrqVACE8M8A88,,,,,anonymous,EN,10.449,153.582,169.595,8,Chrome,99.0.4844.74,Windows NT 10.0,1280x720,Agree,Neither agree nor disagree,Agree,7.147,14.481,15.339,5,No,Somewhat agree,3,3,0,0,0,FAQs about assignments / homework,,I would have liked to receive weekly reminder emails.,,1.462,40.756,41.452,19,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,1.8,1.9,-1.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,Unsure,Unsure,Yes,I watch the video then write down what I learned.,about 15 minutes,No,,,no,"No, I am not willing to be contacted",3.718,5.456,7.215,3,d72f3907c59ee7ccc632a049523f8e17c14ef911a3f9f21479501fde4a39e4da
2022-03-21 20:03,2022-03-21 20:05,IP Address,100,130,True,2022-03-21 20:05,R_2fwhFCV2EwdTP0p,,,,,anonymous,EN,2.305,14.19,14.827,5,Chrome,99.0.4844.74,Windows NT 10.0,1368x912,Somewhat disagree,Somewhat agree,Strongly agree,3.407,9.835,10.814,5,Yes,Agree,5,5,4,-5,5,"Study tips,Information about CS related clubs,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,1.846,28.073,29.247,17,Disagree,Disagree,Disagree,Disagree,5.0,5.0,-4.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Taking notes during the video and then summarizing them afterwards,5 minutes,No,,,-,"Yes, I am willing to be contacted",3.577,4.873,5.537,2,a44f81a9c9942f7f3202fad5c9f48aefdec95df91fd83ce98426cd487cf96f65
2022-03-21 20:02,2022-03-21 20:07,IP Address,100,334,True,2022-03-21 20:07,R_1qh5iCutyrfFWh2,,,,,anonymous,EN,3.757,39.845,41.483,8,Chrome,99.0.4844.82,Windows NT 10.0,1920x1080,Strongly disagree,Somewhat agree,Agree,3.642,15.53,16.147,3,Yes,Somewhat agree,4,4,-5,-5,4,More practice content,,I would have liked to receive weekly reminder emails.,,4.553,44.921,46.313,12,Strongly agree,Disagree,I did not get to provide voice reflections,Neither agree nor disagree,4.1,5.0,-4.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Text,15 minutes,No,,,,"No, I am not willing to be contacted",7.136,51.746,52.561,2,ce824ff5a1d78e8ee2b7ee5d997e1ef0f554d56ee5249f8bec3623b1220cbc1d
2022-03-21 21:08,2022-03-21 21:12,IP Address,100,210,True,2022-03-21 21:12,R_1KdK1ClrVgsvcGp,,,,,anonymous,EN,1.576,74.048,75.13,3,Chrome,93.0.4577.63,Macintosh,2560x1440,Strongly agree,Somewhat agree,Agree,5.073,10.9,12.024,3,I only remember receiving a few,Agree,4,2,-5,5,5,"University resources,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,3.123,41.511,44.404,12,Strongly disagree,Agree,Strongly disagree,Strongly disagree,5.0,0.0,-5.0,No,No,No,No,No,No,No,No,No,No,No,I would just type the answer into the text box,a few minutes,No,,,,"No, I am not willing to be contacted",1.709,1.709,2.755,1,e1b1301e349b3c7f8834854237c38eddf5ee16ad1205db7a166c70c0f5bb2183
2022-03-21 21:27,2022-03-21 21:31,IP Address,100,230,True,2022-03-21 21:31,R_RRnAcjPYlRcHFnP,,,,,anonymous,EN,5.041,16.684,22.007,4,Chrome,99.0.4844.74,Windows NT 10.0,2560x1440,Somewhat agree,Neither agree nor disagree,Strongly agree,3.319,19.747,21.414,16,Yes,Somewhat agree,-4,5,0,-3,-4,"University resources,Study tips,Information about CS related clubs,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,3.019,73.717,76.206,39,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,5.0,5.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,?,30 Mins each,No,,,,"No, I am not willing to be contacted",1.801,6.183,10.493,5,de121d5d7ed1184230679cd2562ff9ee7962ffe678bce9544973a5bab55fc14a
2022-03-21 23:47,2022-03-21 23:52,IP Address,100,299,True,2022-03-21 23:52,R_3HAAmJ5a7xLeNBa,,,,,anonymous,EN,18.93,18.93,34.863,1,Chrome,99.0.4844.51,Macintosh,1920x1080,Agree,Somewhat disagree,Neither agree nor disagree,9.248,14.819,15.393,3,I only remember receiving a few,Somewhat agree,-2,-4,1,-2,5,FAQs about assignments / homework,,I would have liked to receive biweekly reminder emails.,,5.087,51.139,51.951,14,Somewhat disagree,Agree,I did not get to provide voice reflections,Strongly disagree,5.0,5.0,-5.0,Unsure,Unsure,Unsure,No,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,I really don't remember what I wrote. I try to get the 200 words limit. Only thing I remember is that the set vs bag semantic video reflection was hard because there was nothing much to write 200+ words. ,Trying 15 mins per question,No,,,,"No, I am not willing to be contacted",21.08,21.08,34.06,1,54e4c3fc19a3d96ba03cff783bb39533f7962f2268ae5789035d49bde1b86eb8
2022-03-22 3:32,2022-03-22 3:37,IP Address,100,278,True,2022-03-22 3:37,R_1od5rSjBjvuERGu,,,,,anonymous,EN,16.697,47.865,49.189,6,Chrome,98.0.4758.109,Macintosh,1792x1120,Somewhat agree,Neither agree nor disagree,Somewhat agree,3.738,6.028,9.07,3,Yes,Somewhat agree,3,2,2,3,3,Prefer not to answer,,Prefer not to answer,,4.448,29.872,30.831,15,Somewhat agree,Agree,Somewhat agree,Somewhat agree,-0.2,-2.7,-2.4,Unsure,Unsure,Unsure,Yes,Yes,Unsure,Unsure,Yes,Unsure,Unsure,Unsure,deep thinking,4mins,Yes,time difference,Yes,,"Yes, I am willing to be contacted",1.005,1.005,3.42,1,96451b00f7f6598acfb2f0b9ae8778b087fb07ca7abed8536594f7afddd6436d
2022-03-22 10:07,2022-03-22 10:11,IP Address,100,257,True,2022-03-22 10:11,R_20Z0AfuOa4irgg9,,,,,anonymous,EN,1.603,16.788,18.955,4,Chrome,99.0.4844.83,Linux x86_64,1920x1080,Neither agree nor disagree,Strongly disagree,Strongly agree,7.939,19.201,20.884,4,Yes,Strongly agree,1,5,-5,-5,5,"Study tips,FAQs about assignments / homework,Other",Which weeks material is useful for that particular assignment/test/pcrs?,I would have liked to receive weekly reminder emails.,,4.251,105.968,108.65,22,Neither agree nor disagree,Strongly disagree,Prefer not to answer,Prefer not to answer,0.0,5.0,0.0,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,I haven't.,None.,No,,,,"Yes, I am willing to be contacted",2.778,2.778,17.139,1,cb4f77e9da90b97fc1b9a4927e965ccbdd8a6d1d0b1b52b58f11b6560274dda1
2022-03-22 12:58,2022-03-22 13:00,IP Address,100,115,True,2022-03-22 13:00,R_3CHm9YeB3Z0Kia9,,,,,anonymous,EN,4.872,4.872,22.311,1,Safari,15.1,Macintosh,1512x982,Prefer not to answer,Prefer not to answer,Prefer not to answer,3.071,4.984,6.283,3,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,,Prefer not to answer,,3.183,10.264,10.975,9,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,0.0,0.0,0.0,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Voice,5 minutes,Yes,Voice to text is not accurate at all,No,,"No, I am not willing to be contacted",4.574,4.574,10.506,1,82effcd94f6869f765ef058252c0e6e53ce3a9e7b32c9a8e02feffef8c577c6c
2022-03-22 13:59,2022-03-22 14:03,IP Address,100,217,True,2022-03-22 14:03,R_1ihuBF8tg5d03pH,,,,,anonymous,EN,3.004,3.004,32.541,1,Firefox,98,Windows NT 10.0,1696x954,Strongly disagree,Disagree,Agree,2.44,14.2,15.001,4,Yes,Somewhat agree,4,-3,-1,3,5,FAQs about assignments / homework,,I would have liked to receive weekly reminder emails.,,3.08,43.973,45.674,13,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,0.0,5.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,I take notes on the PCRS videos and I summarize them in the voice reflections,15 minutes,Yes,Many words would be missed out and typically a large part of the end of my oice recordings would be truncated,Yes,,"No, I am not willing to be contacted",3.371,6.452,7.376,2,3cf62e6255886d69801ecf655590fb321e4598be3fe2184a7ecbd6237d7936d0
2022-03-22 14:22,2022-03-22 14:27,IP Address,100,269,True,2022-03-22 14:27,R_sbfidsDId9IYDV7,,,,,anonymous,EN,4.471,15.664,20.418,4,Chrome,99.0.4844.51,Macintosh,1440x900,Somewhat disagree,Neither agree nor disagree,Somewhat agree,9.681,20.979,22.072,3,Yes,Agree,5,5,-5,-5,5,"FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,3.822,44.244,46.216,10,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,5.0,5.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I believe I only had the option to do voice reflections twice in all the reflections I have done. So I normally completed them through text. They were a summary of the notes I made throughout the PCRS videos. ,Roughly 5-10 minutes. ,No,,,I didn't do the voice reflections because I couldn't measure how many words I spoke in comparison to writing text reflections.,"Yes, I am willing to be contacted",8.358,8.358,19.331,1,fef231d0c6258f941fcfd919192863d8bc9ffa1710b10ab1c2d5dcfca3329307
2022-03-22 14:48,2022-03-22 14:55,IP Address,100,458,True,2022-03-22 14:55,R_3DHwSslozEe5K13,,,,,anonymous,EN,25.279,109.883,129.207,6,Chrome,99.0.4844.82,Windows NT 10.0,1366x768,Somewhat disagree,Neither agree nor disagree,Strongly agree,15.709,32.737,34.12,3,Yes,Agree,5,5,0,-5,4,"Study tips,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,6.577,49.03,51.502,13,Strongly disagree,Strongly disagree,I did not get to provide voice reflections,Strongly disagree,5.0,5.0,-3.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Watching the whole video, and then going back to some parts that I need a refresher on",Maximum 15 minutes,No,,,No,"No, I am not willing to be contacted",10.59,10.59,17.086,1,7cb6a6a982054121c6dbb58bca9744b7a5577de43a5a00a962f7d3f5a168fa08
2022-03-22 18:04,2022-03-22 18:08,IP Address,100,269,True,2022-03-22 18:08,R_2U4uG7Ug7ygSkg5,,,,,anonymous,EN,6.243,14.048,19.957,3,Chrome,99.0.4844.74,Windows NT 10.0,1920x1080,Somewhat agree,Somewhat disagree,Somewhat agree,4.883,9.753,10.407,3,Yes,Somewhat agree,2,2,0,-1,4,"University resources,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,1.915,46.095,48.958,15,Agree,Agree,Disagree,Strongly disagree,5.0,0.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,I write out over 200 words and then read them out and record my voice.,I spend usually about 15 minutes.,Yes,At first my microphone wasn't recording my voice. I fixed that issue but sometimes the voice to text misses several of my words.,Yes,I think the reflections shouldn't always be the same length as there is not much to talk about for a 3 minute PCRS video compared to a 10 minute one.,"No, I am not willing to be contacted",9.654,9.654,11.58,1,e9a11b7ea8299d51c2c372b5780b0470506a7f6f71df4325098a06240c8d4d28
